UDI,Machine_Age_Years,Operating_Hours,Days_Since_Last_Maintenance,Maintenance_Count_Last_Year,Energy_Consumption_kWh,Vibration_Level_mm_s,Humidity_Percent,Ambient_Dust_Level_ug_m3,Maintenance_Cost_USD
8309,6,9422,274,4,64.61,2.21,51.6,35.5,740.41
8310,6,11394,287,4,53.63,3.08,62.7,30.3,770.7
8311,5,9075,224,2,54.72,2.13,36.5,31.1,239.73
8312,7,13451,253,4,60.45,2.43,43.8,32.9,688.84
8313,8,16116,235,4,56.34,3.08,52.8,35.0,892.46
8314,6,9160,269,4,67.59,2.87,50.2,47.7,736.06
8315,6,12089,298,4,50.14,3.16,85.0,38.7,736.22
8316,8,15382,277,2,57.59,3.11,67.2,39.3,440.14
8317,8,12194,242,5,61.46,2.66,66.9,32.4,834.48
8318,4,8077,233,2,58.41,4.03,53.0,27.9,264.11
8319,11,16550,230,6,50.61,3.92,38.3,49.3,971.19
8320,9,15056,306,7,59.64,3.0,75.1,38.9,944.15
8321,9,14810,246,4,61.03,3.76,35.6,34.2,1048.33
8322,8,13983,246,6,62.25,3.35,48.4,22.1,967.13
8323,6,13227,174,4,58.96,4.19,61.9,28.5,748.31
8324,9,12816,200,5,48.42,4.13,86.3,42.9,1072.61
8325,8,13224,228,4,60.47,4.45,75.9,25.4,814.96
8326,10,18225,211,7,57.6,3.43,62.5,51.2,1230.32
8327,9,16984,226,6,48.41,3.3,80.8,39.4,1115.83
8328,10,15992,220,5,67.79,3.17,49.1,50.7,1204.74
8329,8,16155,231,7,66.95,5.51,60.4,34.8,1165.55
8330,11,20995,154,6,66.6,4.68,72.5,23.8,1014.1
8331,8,15421,175,6,49.5,4.9,38.2,32.3,930.08
8332,13,20073,202,7,68.21,3.61,59.5,40.1,1265.09
8333,13,23032,182,8,66.16,4.72,60.3,38.5,1459.89
8334,12,23195,190,6,62.09,3.59,59.9,47.2,1079.18
8335,12,19416,199,7,72.84,4.75,42.5,36.1,1260.06
8336,10,18539,170,7,50.19,4.61,60.2,27.8,1222.92
8337,12,22650,194,7,67.21,4.53,58.5,38.3,1418.04
8338,10,18878,203,7,59.02,4.45,48.4,46.0,1149.63
8339,8,13819,185,6,46.59,5.39,64.4,33.2,1098.34
8340,13,23195,202,11,56.99,4.59,71.2,38.0,1863.24
8341,13,21197,111,9,59.58,5.6,46.6,42.0,1668.16
8342,11,18494,155,9,48.92,4.98,60.9,50.0,1280.48
8343,9,15498,197,5,57.43,5.24,71.6,41.1,779.91
8344,10,21166,142,5,67.94,5.38,71.8,43.5,846.04
8345,9,17153,132,6,62.04,5.45,53.1,41.0,1213.9
8346,13,23795,156,10,54.76,5.39,67.9,32.0,1641.03
8347,9,19588,153,9,56.46,6.48,52.1,36.2,1321.67
8348,12,22653,135,8,52.09,6.01,64.8,51.2,1427.06
8349,11,21745,204,7,64.47,4.22,46.1,23.7,1485.16
8350,10,20807,154,8,63.0,5.47,36.7,23.6,1290.83
8351,13,24177,115,9,65.48,6.39,61.4,36.5,1532.48
8352,12,21765,95,8,55.28,5.32,65.6,37.1,1534.84
8353,14,24166,147,10,53.39,5.8,63.5,47.4,1783.14
8354,11,21773,104,11,68.26,5.89,45.2,30.7,1758.58
8355,12,23031,194,10,62.18,6.7,30.0,47.1,1631.86
8356,9,20354,140,9,59.97,5.43,65.5,55.0,1467.95
8357,10,22652,142,6,72.15,5.55,72.5,34.5,849.18
8358,15,27651,129,11,66.88,8.33,32.3,37.8,1945.96
8359,6,5984,365,2,61.88,1.17,51.3,27.7,353.15
8360,3,500,291,3,58.49,1.31,43.8,29.5,624.53
8361,2,1472,323,2,53.7,1.29,58.0,24.3,423.15
8362,3,1898,365,2,61.61,1.12,71.0,31.0,434.98
8363,5,5309,365,2,77.72,1.51,52.2,26.9,636.86
8364,3,4458,315,1,67.16,1.38,48.9,27.7,504.33
8365,4,5512,295,2,63.04,1.2,59.7,47.7,397.99
8366,4,8262,352,3,55.2,1.34,30.0,23.9,522.48
8367,3,5135,358,2,54.83,1.18,65.1,25.0,430.51
8368,3,7409,344,3,64.37,1.17,67.7,28.7,540.27
8369,5,8108,336,4,58.03,1.85,55.1,49.1,440.1
8370,3,6354,279,1,47.41,0.97,49.7,32.0,210.41
8371,5,6677,321,3,55.14,2.02,51.6,30.0,467.73
8372,4,4493,323,3,40.04,1.59,51.7,23.4,558.93
8373,5,6722,311,3,59.82,1.72,54.3,39.9,602.73
8374,7,9912,267,5,67.98,1.76,36.3,32.4,879.18
8375,5,6723,338,3,85.46,2.18,60.0,41.3,487.64
8376,6,7453,344,3,61.5,2.72,50.6,29.0,543.27
8377,2,4915,291,1,68.2,2.95,55.2,18.4,381.77
8378,4,5272,307,2,66.21,2.62,48.1,15.5,156.25
8379,5,5770,295,2,81.21,2.19,59.6,33.2,742.05
8380,8,10122,292,5,50.05,2.62,71.0,20.6,1105.02
8381,3,5543,319,1,55.29,1.26,57.5,35.2,221.65
8382,6,8099,317,4,64.43,2.63,35.4,19.6,782.75
8383,8,11868,328,6,57.58,2.64,55.1,20.6,1026.96
8384,5,9601,325,3,61.24,1.73,57.5,28.8,541.42
8385,6,10897,284,5,61.49,2.28,54.3,38.8,792.82
8386,7,10334,365,4,61.29,2.76,45.8,32.2,691.24
8387,7,9594,327,3,53.81,2.94,54.5,39.2,709.29
8388,9,13222,258,7,51.63,3.3,65.1,39.7,1111.64
8389,7,12758,279,2,63.6,3.71,51.4,38.6,524.47
8390,9,15599,213,5,57.8,2.85,71.6,49.7,917.98
8391,6,11284,271,3,79.85,2.41,47.2,25.5,794.03
8392,6,12692,317,6,64.08,3.46,42.6,32.4,1067.06
8393,7,14774,348,5,52.68,3.74,52.2,17.5,804.41
8394,6,10390,257,7,72.27,3.81,30.6,42.1,1208.76
8395,8,15835,268,5,59.72,3.46,54.9,32.4,957.91
8396,7,12149,273,4,56.14,4.3,51.0,33.6,869.99
8397,7,14205,310,3,48.14,3.24,63.2,30.5,733.75
8398,9,16363,216,7,38.73,4.3,34.5,31.7,1054.94
8399,6,8824,322,3,53.96,4.97,64.2,37.2,655.78
8400,9,14031,231,5,70.24,2.47,56.9,41.7,952.87
8401,8,12538,203,7,55.42,3.06,74.0,30.7,1353.23
8402,10,14187,226,7,50.47,3.41,53.0,53.0,1145.86
8403,8,16004,205,5,66.21,3.83,59.1,42.0,990.74
8404,10,20278,240,6,65.4,3.41,62.6,52.0,997.45
8405,9,15678,175,4,47.89,3.99,30.6,22.2,1056.24
8406,10,18636,226,4,54.44,4.3,68.3,34.1,936.9
8407,9,18517,239,7,63.26,4.23,53.5,44.9,1146.83
8408,7,14337,259,6,62.47,4.06,39.7,23.4,1143.91
8409,11,18877,233,7,56.19,4.78,54.1,37.9,1456.29
8410,9,16281,252,6,49.64,3.85,69.1,28.9,1120.22
8411,11,19946,188,6,71.14,4.18,50.9,44.4,1139.54
8412,11,20542,216,9,57.41,4.08,56.2,38.5,1402.85
8413,9,17613,135,4,70.57,4.73,31.0,29.1,738.29
8414,9,17696,195,6,68.65,4.26,44.7,51.1,950.26
8415,11,19513,206,7,48.61,4.75,63.5,46.4,1392.82
8416,10,16091,207,7,65.45,5.01,67.7,44.3,1357.77
8417,12,22362,141,8,57.78,4.42,57.5,44.8,1328.48
8418,10,16823,173,6,54.27,3.95,62.0,46.1,1241.7
8419,12,22304,171,8,45.68,4.76,50.2,47.7,1407.28
8420,11,21399,164,6,46.83,4.53,55.2,26.7,1099.15
8421,11,18644,196,7,57.82,4.65,42.3,56.9,1324.7
8422,10,18333,165,7,62.65,3.79,49.1,53.6,1229.9
8423,11,23717,172,7,70.81,4.26,54.7,38.0,1095.9
8424,13,23041,149,9,58.66,5.6,36.2,32.3,1561.22
8425,11,19020,193,8,59.35,4.78,83.7,32.9,1258.49
8426,12,23341,193,6,63.57,5.88,46.5,35.2,1022.05
8427,12,21071,147,7,47.55,4.99,57.5,46.0,1253.5
8428,12,19439,239,8,60.81,5.64,40.0,40.4,1427.81
8429,14,25590,128,9,47.58,5.32,30.0,42.8,1500.92
8430,14,23570,178,9,62.47,5.85,75.5,52.7,1643.8
8431,12,23117,117,9,70.33,5.45,55.7,42.8,1566.05
8432,13,22706,166,8,67.27,5.73,30.0,53.4,1548.01
8433,11,22811,158,5,58.06,6.37,42.7,41.3,1017.87
8434,12,23315,104,10,70.27,6.04,79.8,57.3,1750.09
8435,13,20491,127,10,56.61,5.53,60.8,63.7,1798.81
8436,14,26283,183,11,62.2,5.01,30.0,49.7,1722.32
8437,14,25410,99,8,69.61,5.97,48.9,45.3,1693.94
8438,11,24460,133,8,83.94,8.29,52.8,41.3,1521.96
8439,15,27818,129,9,55.9,6.2,61.3,58.3,1648.82
8440,13,26049,115,9,57.63,5.74,54.9,52.8,1501.56
8441,2,1334,313,1,82.69,1.08,34.2,8.6,284.17
8442,5,4905,365,1,42.81,1.38,47.4,34.3,249.18
8443,5,6142,361,3,55.18,1.8,44.1,26.7,451.67
8444,4,4529,365,2,48.91,1.04,64.0,30.0,363.86
8445,5,8412,361,4,51.12,2.45,48.5,29.8,799.58
8446,5,6310,353,3,63.51,2.03,48.3,26.6,706.14
8447,6,6038,358,1,62.81,1.46,51.9,18.5,546.04
8448,5,5524,315,1,65.41,1.56,44.7,17.1,294.84
8449,2,4703,365,3,62.19,2.17,73.1,21.6,423.34
8450,7,9094,329,3,49.45,1.04,68.5,32.7,623.95
8451,6,7904,327,4,64.14,1.17,69.0,31.3,655.31
8452,3,6315,365,2,62.87,0.98,40.2,27.9,292.09
8453,3,3443,340,3,65.19,1.55,59.2,19.3,436.21
8454,5,3997,322,1,59.1,1.32,64.5,18.6,507.54
8455,4,4961,339,4,60.19,1.62,42.7,35.7,554.01
8456,5,7893,343,4,84.07,1.83,40.9,34.3,701.82
8457,6,8446,318,3,48.3,1.21,43.1,26.2,660.32
8458,4,4169,347,3,61.38,2.63,37.5,34.8,731.86
8459,3,6924,279,2,46.71,2.6,67.6,17.8,389.95
8460,6,9335,322,2,50.12,1.82,66.5,33.7,452.13
8461,4,7364,336,3,72.83,2.84,51.1,29.8,421.74
8462,6,9899,328,4,65.56,2.34,54.2,26.8,630.61
8463,3,3812,240,2,60.14,2.75,46.8,29.8,358.85
8464,5,8749,300,4,65.1,1.6,82.8,19.5,649.25
8465,7,12191,264,4,45.34,2.18,49.8,33.7,754.12
8466,7,12765,333,6,52.17,2.79,48.7,33.7,1058.05
8467,5,9872,279,3,56.95,2.47,53.5,21.0,494.61
8468,4,8450,323,3,49.94,2.51,39.2,33.0,557.56
8469,6,7564,249,4,64.59,2.59,58.2,40.9,823.95
8470,7,11573,292,5,87.53,2.96,72.1,33.4,697.37
8471,7,10295,276,5,53.12,2.91,52.9,34.6,897.63
8472,6,12543,357,4,52.68,3.68,64.6,29.7,863.62
8473,7,13606,307,6,51.69,2.46,31.5,33.2,1042.15
8474,9,12974,302,4,56.06,3.05,43.6,33.8,777.42
8475,7,12066,326,4,64.02,3.43,56.2,33.9,821.54
8476,5,10243,270,3,55.98,2.53,32.8,27.8,507.63
8477,8,14956,255,5,46.46,3.05,58.9,48.9,1008.43
8478,11,14782,249,7,62.77,3.36,51.3,40.0,1327.13
8479,6,8206,260,4,78.34,4.15,58.6,24.2,910.86
8480,8,14112,163,5,63.26,3.54,52.2,21.9,909.69
8481,8,10348,244,5,45.19,3.9,53.0,43.8,964.54
8482,8,14473,248,6,56.39,3.99,30.0,47.3,1006.1
8483,9,16458,233,6,56.34,2.27,41.9,28.4,1090.84
8484,10,18714,189,7,50.66,3.74,61.1,44.6,1154.91
8485,9,14816,229,6,66.35,3.53,38.0,42.0,1212.43
8486,11,18482,185,7,61.36,4.55,43.2,41.9,1303.79
8487,9,16907,281,4,57.98,4.2,49.8,28.8,843.41
8488,8,13101,217,5,70.7,4.36,50.9,39.8,1011.09
8489,8,16328,160,6,49.84,4.23,63.6,46.3,1193.36
8490,6,13057,214,4,71.07,4.08,57.8,43.0,947.34
8491,10,16627,244,7,75.25,4.49,47.1,43.9,1155.64
8492,12,20282,219,7,57.87,4.14,34.4,50.7,1389.88
8493,10,17551,184,7,62.31,4.84,90.0,25.2,1335.77
8494,11,20265,187,9,58.43,3.74,55.5,46.6,1511.44
8495,9,16289,196,7,53.76,4.87,66.0,42.7,1136.24
8496,9,17261,189,5,45.55,4.22,30.0,35.2,1077.6
8497,11,18479,162,6,55.08,4.79,50.5,42.5,1068.97
8498,13,20538,194,9,46.02,3.74,50.1,41.6,1641.27
8499,12,21137,152,9,55.22,4.73,49.4,31.4,1490.55
8500,12,19625,218,6,44.95,4.57,64.3,48.7,1204.98
8501,10,19861,220,7,55.37,4.68,51.8,54.9,1085.33
8502,11,20838,155,10,54.37,3.87,49.8,34.9,1536.74
8503,9,16492,161,6,63.25,4.82,54.8,38.5,899.15
8504,9,18186,164,9,54.49,4.99,55.3,27.2,1706.97
8505,9,16800,173,6,58.68,4.08,40.5,39.7,936.33
8506,11,18039,180,7,59.12,4.45,66.9,36.8,1368.37
8507,11,19639,183,7,40.53,7.15,48.1,40.7,1204.34
8508,9,18150,180,5,55.06,5.33,53.8,45.8,722.21
8509,11,21497,211,6,55.96,5.15,73.0,44.2,1186.44
8510,11,21074,163,7,54.35,5.27,89.9,40.9,1538.02
8511,10,21147,118,7,66.33,5.34,60.6,32.5,1162.04
8512,11,19603,107,7,59.36,5.1,34.1,47.5,1464.42
8513,11,20600,202,7,60.77,5.34,51.6,33.0,1476.96
8514,11,23857,162,9,53.44,4.85,75.6,52.6,1412.54
8515,14,22228,149,10,48.48,5.33,52.2,48.8,1587.28
8516,9,18537,154,7,69.71,5.65,65.0,29.7,1121.56
8517,9,17698,143,7,53.0,6.34,64.8,25.9,1309.0
8518,13,23902,149,7,72.3,5.71,46.6,43.3,1158.31
8519,13,23678,121,9,49.65,6.88,77.7,43.1,1649.47
8520,13,25368,160,9,62.5,6.89,60.1,49.6,1609.71
8521,12,23738,110,8,68.09,6.01,54.7,35.8,1374.21
8522,12,21532,96,9,64.55,5.84,53.0,50.3,1510.66
8523,3,2718,314,1,48.02,2.13,40.9,5.7,221.82
8524,3,3825,352,0,60.85,1.5,45.5,26.7,128.92
8525,6,8759,365,5,59.19,1.47,42.7,26.2,1004.15
8526,3,7789,337,3,62.03,0.94,82.3,26.7,438.46
8527,4,6484,307,2,69.07,1.14,67.4,37.6,390.38
8528,8,8801,354,2,61.52,0.9,42.9,43.2,621.9
8529,4,5469,324,0,50.92,2.19,77.1,30.7,60.98
8530,5,7171,365,5,62.38,1.75,71.4,40.6,960.61
8531,5,6256,365,3,44.37,1.42,47.3,41.0,476.66
8532,5,7875,296,4,57.0,1.41,61.4,42.3,727.11
8533,5,3853,326,2,63.28,1.2,46.8,25.1,413.52
8534,5,8180,306,3,63.84,1.72,67.3,36.0,560.46
8535,5,6770,291,3,51.35,1.91,60.9,36.1,759.96
8536,4,6255,320,3,65.82,0.76,49.9,28.1,546.16
8537,5,9909,344,3,60.92,1.47,40.1,38.3,489.97
8538,8,9553,313,4,56.16,1.69,54.2,36.3,707.02
8539,7,10744,298,3,62.98,2.62,60.9,22.1,766.34
8540,6,10416,245,3,58.79,1.85,70.6,42.2,644.7
8541,7,10771,289,2,57.34,1.28,62.5,29.1,469.24
8542,4,4584,323,2,56.5,1.67,66.1,14.0,510.13
8543,5,10321,264,3,61.18,3.14,46.0,55.5,477.71
8544,7,10603,336,5,60.94,2.21,31.3,25.3,792.19
8545,8,11464,277,6,39.22,1.96,34.7,41.1,1025.37
8546,5,8414,294,3,51.31,1.76,51.5,21.5,529.77
8547,6,9597,274,4,52.19,2.66,45.7,28.6,544.0
8548,10,13275,248,4,37.09,2.76,53.5,34.4,828.33
8549,7,11842,293,5,56.65,3.0,63.8,26.0,935.92
8550,9,13189,259,5,43.99,4.19,62.5,44.9,921.42
8551,7,12781,250,4,70.52,2.26,30.0,52.2,756.07
8552,7,12641,201,5,68.34,2.74,86.0,34.0,777.45
8553,7,14439,308,5,57.97,3.15,59.7,19.8,908.09
8554,9,14173,267,4,59.93,2.83,58.5,29.6,888.91
8555,9,13420,296,6,55.64,2.09,53.2,31.3,1220.34
8556,6,8910,279,4,59.83,3.43,51.6,32.8,687.61
8557,7,15695,291,6,59.22,2.91,68.2,30.7,973.9
8558,9,15888,239,7,70.26,2.74,43.3,54.9,1263.32
8559,7,11546,212,6,53.41,2.88,58.7,33.2,984.55
8560,7,15260,273,3,58.14,4.18,73.2,40.5,702.93
8561,9,17244,251,6,70.91,4.1,57.3,36.6,1153.01
8562,10,14473,231,5,58.18,2.95,61.2,39.7,893.0
8563,7,11860,265,6,68.63,2.68,38.1,31.1,888.26
8564,9,15282,249,7,50.55,4.05,64.9,38.0,1141.86
8565,6,10365,257,5,62.62,4.68,59.4,28.0,667.69
8566,7,13160,204,4,56.61,4.89,53.8,34.3,945.6
8567,9,16863,261,6,43.91,3.07,63.7,33.6,952.49
8568,9,13870,228,5,69.34,4.53,41.3,56.1,1075.4
8569,7,14060,258,5,46.64,3.9,76.6,37.1,776.95
8570,8,16663,252,5,54.52,2.99,89.7,40.6,1027.76
8571,7,14400,242,3,60.63,3.57,47.8,32.6,758.39
8572,10,17512,212,6,58.19,3.73,69.1,28.2,946.54
8573,6,11913,234,7,56.18,4.41,53.3,21.2,1068.86
8574,8,16696,242,6,53.79,3.57,40.2,34.6,1210.94
8575,7,12575,225,5,59.74,4.77,70.6,32.3,890.2
8576,10,18394,210,7,48.63,4.59,51.6,43.1,1330.31
8577,7,14603,222,5,54.82,4.94,62.3,35.5,906.11
8578,10,19943,182,7,60.51,4.14,77.9,36.2,1328.92
8579,13,21071,241,8,56.36,4.72,61.3,67.2,1606.57
8580,13,21288,143,6,56.31,4.06,57.5,48.8,1221.59
8581,8,14307,191,7,49.21,4.99,43.5,32.5,1160.47
8582,11,20516,175,9,65.03,4.58,43.5,39.0,1488.74
8583,9,16959,165,5,84.23,6.71,53.4,43.8,836.21
8584,9,16437,189,6,52.43,4.83,50.5,36.2,1150.26
8585,11,19070,144,9,60.21,4.03,63.2,49.6,1528.1
8586,13,23516,240,8,64.88,5.54,41.9,45.3,1605.99
8587,12,19991,131,8,62.52,5.07,45.7,40.9,1634.61
8588,10,17949,137,11,51.62,5.75,53.2,28.5,1666.3
8589,13,24550,131,9,60.97,5.79,56.2,54.3,1558.8
8590,8,17046,166,6,68.69,4.87,55.7,27.3,978.12
8591,11,22463,187,9,55.21,5.22,52.7,48.0,1665.04
8592,11,20581,170,8,45.35,4.62,45.6,37.2,1262.62
8593,12,22408,196,8,63.9,6.06,62.0,50.9,1474.37
8594,12,22779,123,7,47.62,5.69,69.2,54.3,1171.5
8595,12,24761,164,9,59.59,5.7,58.7,38.0,1707.27
8596,12,24729,133,9,45.65,5.51,48.0,37.3,1632.9
8597,12,24635,145,8,69.95,5.24,32.0,61.7,1376.87
8598,13,23252,169,11,58.63,6.42,74.9,49.7,2020.11
8599,13,22805,83,10,53.06,6.83,52.9,51.8,1640.19
8600,12,24316,191,9,60.07,6.54,70.9,33.2,1572.24
8601,13,26530,124,9,57.66,5.84,74.7,37.9,1379.71
8602,14,27499,78,7,66.38,6.17,64.6,49.7,1462.7
8603,12,23600,99,8,50.82,6.63,66.5,41.0,1404.5
8604,13,25962,121,7,64.63,6.2,65.5,38.0,1337.62
8605,15,28613,91,8,70.35,7.25,52.3,52.2,1463.58
8606,12,24208,48,9,47.9,6.95,41.2,30.3,1449.77
8607,15,27964,110,11,52.75,7.77,64.6,52.4,1865.3
8608,12,24357,82,7,71.46,6.55,36.6,36.8,1448.86
8609,13,24318,121,9,66.17,7.29,50.3,51.7,1640.91
8610,13,24561,67,9,57.82,8.59,47.3,46.8,1513.13
8611,6,6148,365,3,57.69,0.81,61.9,36.2,377.6
8612,2,500,365,0,69.15,1.14,57.8,34.7,276.13
8613,2,2794,365,2,61.54,1.99,47.3,18.7,72.67
8614,3,3809,365,0,66.69,0.88,49.9,18.2,233.15
8615,4,6348,300,0,55.07,0.81,78.5,37.6,209.44
8616,3,5986,337,0,55.04,0.95,45.6,39.5,100.14
8617,3,6171,365,2,64.6,2.4,52.8,36.3,302.58
8618,1,4003,337,0,59.6,1.14,61.9,5.0,116.57
8619,4,4429,343,1,43.53,1.55,55.8,32.8,389.4
8620,4,3507,328,3,49.29,2.4,62.3,20.5,630.29
8621,6,9676,365,4,52.59,1.93,68.2,39.2,831.47
8622,6,10443,326,1,57.46,0.52,72.3,30.0,208.98
8623,4,8439,293,3,54.5,1.48,55.5,25.3,451.92
8624,6,9322,365,5,61.01,1.45,59.9,28.9,776.71
8625,3,2135,283,2,63.39,0.98,57.5,21.2,365.83
8626,6,9503,315,3,54.93,1.74,44.3,21.8,628.47
8627,4,7478,291,4,67.03,0.66,57.3,24.9,747.16
8628,3,7413,292,1,67.82,2.24,35.2,27.1,237.32
8629,5,10169,279,3,39.85,2.13,59.5,42.0,638.3
8630,7,11879,292,4,60.5,1.82,30.0,38.1,724.73
8631,6,8659,332,4,73.8,1.4,43.1,29.7,925.91
8632,8,10486,243,4,60.01,3.05,65.3,33.1,736.51
8633,5,9456,332,3,46.82,2.19,60.6,6.1,494.81
8634,8,11156,324,6,65.5,3.07,54.8,32.9,1066.86
8635,5,11048,305,4,55.39,2.51,49.6,31.1,796.05
8636,7,8768,291,4,43.69,3.35,44.6,29.1,682.89
8637,7,12265,293,3,61.98,2.97,48.1,29.8,610.87
8638,7,11984,325,4,54.78,2.78,63.2,14.1,724.11
8639,7,11285,227,5,60.53,2.36,52.0,22.9,777.4
8640,6,9097,299,2,74.69,3.47,30.0,23.2,425.28
8641,8,9882,253,7,56.29,2.77,40.2,30.2,1091.94
8642,9,13468,297,5,61.51,2.52,45.3,13.7,1093.41
8643,6,10029,251,3,57.18,2.92,51.8,30.5,616.87
8644,4,10203,287,3,72.57,3.05,51.5,27.3,470.09
8645,8,12251,217,4,57.68,3.56,42.3,39.3,987.41
8646,7,13039,209,4,63.1,2.26,62.4,30.6,941.94
8647,7,10557,252,3,66.52,4.47,31.2,40.6,812.73
8648,8,14505,296,5,60.88,3.56,46.0,50.3,875.69
8649,7,9318,267,3,68.59,3.37,64.4,22.7,743.81
8650,7,15953,263,4,82.3,3.67,61.5,24.0,974.85
8651,8,13888,271,4,48.11,2.73,51.8,38.7,761.12
8652,10,12533,227,6,47.06,3.69,66.3,44.7,1098.84
8653,8,13383,254,5,56.23,4.03,58.1,26.2,876.79
8654,7,12172,212,5,65.27,3.68,55.8,47.5,902.22
8655,7,12636,216,6,58.82,4.16,62.2,26.5,1182.79
8656,9,15608,217,6,74.06,4.37,59.9,36.0,1086.92
8657,7,12851,203,6,47.35,3.66,71.0,39.3,944.11
8658,7,12755,214,5,65.96,4.72,51.7,45.5,870.49
8659,10,15932,206,7,56.72,4.12,52.1,32.0,1358.54
8660,10,18993,190,7,72.49,5.15,57.4,45.9,957.2
8661,9,18452,205,7,59.99,4.9,55.3,37.1,1238.88
8662,10,17558,211,6,50.68,4.5,77.3,28.3,1097.54
8663,10,18004,171,7,46.37,3.94,61.3,35.1,1175.14
8664,11,17631,214,6,54.37,4.34,46.3,32.4,984.35
8665,11,19517,185,7,82.95,4.95,37.1,47.5,1341.76
8666,6,13980,199,4,66.91,4.3,73.9,20.6,690.67
8667,10,18196,171,7,60.69,4.84,50.5,43.5,1285.73
8668,11,20409,220,6,60.66,4.95,59.0,41.9,1047.17
8669,10,19213,214,6,62.76,4.69,54.8,42.6,929.97
8670,11,18459,151,7,75.51,4.39,64.7,42.0,1157.76
8671,12,23165,195,8,51.53,5.67,48.4,36.9,1417.58
8672,11,19954,220,7,60.17,5.16,56.4,45.0,1098.39
8673,13,25268,146,9,71.45,4.82,48.5,47.0,1614.44
8674,13,23476,146,8,66.25,4.63,88.4,41.8,1646.69
8675,11,23491,191,8,49.27,5.52,46.0,62.4,1150.67
8676,11,22433,127,8,52.31,5.12,61.7,32.5,1328.93
8677,7,16436,136,7,59.03,5.76,89.1,38.0,1102.61
8678,11,19945,126,8,53.46,4.89,68.2,46.7,1380.61
8679,10,18913,175,6,60.69,5.58,54.7,37.7,1251.04
8680,12,23255,129,8,72.37,5.24,57.0,45.9,1397.27
8681,12,22760,139,8,63.24,6.4,45.2,47.5,1410.66
8682,13,22951,123,8,42.64,5.76,75.2,45.4,1443.28
8683,14,26375,177,11,52.86,5.13,52.3,43.5,1928.11
8684,12,22918,114,8,64.59,6.17,54.1,43.3,1604.52
8685,15,27809,95,9,63.52,6.37,44.5,45.1,1680.23
8686,13,22777,91,9,61.55,5.63,51.3,56.9,1753.15
8687,11,23564,149,7,46.55,5.52,55.8,49.0,1289.46
8688,12,24151,148,9,59.97,4.9,68.1,44.6,1433.63
8689,13,26531,159,10,74.0,6.63,58.2,40.0,1831.34
8690,14,27491,81,10,54.44,5.25,68.1,45.4,1757.77
8691,12,23588,110,9,56.18,8.15,30.0,39.2,1703.02
8692,3,3352,365,1,56.03,0.5,71.8,25.2,322.47
8693,3,6365,354,0,51.83,1.95,38.9,13.1,213.23
8694,3,3344,343,1,65.78,1.77,64.2,21.5,163.73
8695,5,7438,356,2,51.13,1.33,30.0,21.2,343.84
8696,4,4633,365,0,60.97,1.75,55.8,22.3,156.03
8697,5,3747,365,2,63.07,1.23,66.4,44.6,304.3
8698,3,2389,330,0,45.09,0.94,44.9,23.4,50.0
8699,6,8529,328,2,70.0,0.56,55.4,33.5,404.89
8700,2,4397,331,3,58.65,1.92,66.1,22.2,317.37
8701,2,4094,314,2,60.73,1.1,63.8,29.0,309.16
8702,3,6534,296,3,57.09,2.94,36.3,22.8,482.14
8703,5,7937,365,3,46.77,1.19,67.0,25.6,507.33
8704,6,7477,314,4,56.6,2.31,75.5,26.5,595.16
8705,4,7266,312,2,50.27,2.51,69.6,22.0,316.84
8706,4,6719,311,4,67.69,1.26,40.2,40.0,662.75
8707,5,6892,316,2,66.62,1.75,42.0,33.0,415.17
8708,6,9754,329,3,59.53,1.91,55.9,27.1,610.04
8709,4,6854,299,2,77.55,3.82,62.0,34.7,310.43
8710,4,5962,344,4,54.28,2.03,65.5,37.2,681.6
8711,3,5493,325,3,50.76,1.63,45.5,20.3,557.89
8712,5,10370,299,4,52.09,2.5,54.1,27.6,549.08
8713,7,12811,283,3,46.69,1.78,45.2,34.1,594.09
8714,6,9912,333,3,51.22,2.32,42.9,25.8,434.17
8715,5,8606,293,1,55.03,2.17,59.9,26.0,402.06
8716,8,10105,257,5,56.15,2.73,54.1,32.0,1142.3
8717,5,11324,322,3,53.02,2.24,60.5,28.8,650.18
8718,8,14035,266,6,59.47,2.25,48.1,60.5,1025.14
8719,8,13698,312,5,61.14,3.19,63.0,28.8,935.65
8720,6,6848,208,2,64.23,2.84,41.5,20.2,536.95
8721,4,8011,270,1,65.97,2.76,49.5,35.8,153.5
8722,10,15049,313,6,56.14,1.84,41.7,41.5,1125.32
8723,7,12754,276,5,64.63,3.16,58.4,31.5,877.45
8724,6,9943,292,2,51.47,2.66,76.7,38.9,457.36
8725,8,12762,244,5,59.53,3.09,59.4,26.2,877.29
8726,8,14174,278,4,67.92,2.1,53.8,38.5,808.63
8727,9,13420,264,4,57.41,3.24,52.6,36.5,739.08
8728,6,10209,269,3,53.6,3.25,48.0,32.3,524.42
8729,8,13850,321,5,57.52,3.09,68.3,36.4,947.36
8730,6,13303,295,3,69.81,2.83,59.9,51.1,595.36
8731,9,16198,277,4,59.29,3.91,34.9,34.0,841.22
8732,8,15623,272,5,65.74,3.08,68.1,29.3,1016.75
8733,9,15530,214,5,50.52,4.03,44.6,42.3,949.42
8734,8,16568,225,4,55.85,4.15,47.1,44.2,778.59
8735,8,11848,189,5,62.19,3.28,59.8,25.2,984.98
